participant_id,Manip_intimacy,manip_thoughtful,manip_awkward,group_engage,group_enjoy,group_laugh,group_fun,group_close,group_like,group_other_like,group_other_tell,group_other_share,group_other_honest,group_other_know,group_tell,group_intimate,group_honest,group_know,IOS_slider_1,know_prior_study,know_prior_number,self_letter,personA_know,personA_name,personA_convos,PersonB_know,PersonB_name,PersonB_convos,PersonC_know,PersonC_name,PersonC_convos,PersonD_know,PersonD_name,PersonD_convos,technical_issues_p1,session,condition,school_belong,school_fit_in,school_outsider,school_comfort,school_uncertain,class_belong,class_fit_in,class_outsider,class_comfort,class_uncertain,know_prior_class,moti_intris_interest,moti_intris_like,moti_util_now,moti_util_future,moti_util_grad,class_enjoy,class_disclose,class_perform,demograph_birth,demog_gender_female,demog_gender_male,demog_gender_trans,demog_gender_twospirit,demog_gender_genderqueer,demog_gender_other,demog_gender_no_answer,demograph_gender_34_TEXT,demograph_race_41,demograph_race_11,demograph_race_12,demograph_race_13,demograph_race_19,demograph_race_31,demograph_race_32,demograph_race_33,demograph_race_39,demograph_race_21,demograph_race_22,demograph_race_23,demograph_race_29,demograph_race_51,demograph_race_52,demograph_race_59,demograph_race_42,demograph_race_89,demograph_race_99,demograph_race_89_TEXT,demograph_aca_year,demograph_aca_year_6_TEXT,demograph_inter_stud,psych_major_likely,demograph_parent_edu,demograph_share_p2,Finished_3,Question_1,Question_2,Question_3,Question_4,Question_5,Question_6,Question_7,Question_8,Question_9,Question_10,Question_11,gender_male_dummy,multiracial_sum,race_multiracial,race_white,race_black,race_hispanic,race_asian,race_native,Quiz_Q1,Quiz_Q2,Quiz_Q3,Quiz_Q4,Quiz_Q5,Quiz_Q6,Quiz_Q7,Quiz_Q8,Quiz_Q9,Quiz_Q10,Quiz_Q11,quiz_average,manip_check_comp2,self_disclosure_comp4,group_disclosure_comp4,school_outsiderR,school_belong_comp4,class_outsiderR,class_belong_comp4,motiv_intrins_comp2,motiv_util_comp3
143D,3,3,3,2,3,3,3,3,3,3,3,4,4,3,3,2,3,3,3,1,4,4,1,0,5,3,1,3,1,0,1,#NULL!,#NULL!,#NULL!,n/a,143,0,5,5,5,5,3,6,6,2,2,3,3,3,3,3,3,3,4,3,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,0,3,37,no,1,1,2,3,2,1,1,2,2,1,2,3,0,NA,NA,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0.55,3,2.75,3.5,3,4.5,6,5,3,3
144A,2,2,2,3,2,2,2,2,3,3,3,3,4,3,3,2,4,3,4,0,3,1,#NULL!,#NULL!,#NULL!,1,0,1,1,0,1,#NULL!,#NULL!,#NULL!,NA,144,1,5,5,3,6,3,6,6,2,6,1,0,4,4,4,4,4,4,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,5,37,NA,1,2,2,1,2,4,1,1,2,3,2,1,0,NA,NA,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0.55,2,3,3.25,5,5.25,6,6,4,4
144C,1,3,2,3,3,2,3,3,3,3,3,3,4,4,4,3,4,4,4,0,3,3,1,0,5,1,0,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,144,1,3,3,5,3,3,6,6,2,6,1,0,4,3,4,4,4,4,1,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,2,35,NA,1,1,3,4,3,3,1,4,1,1,1,3,0,NA,NA,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.36,2,3.75,3.5,3,3,6,6,3.5,4
144B,2,3,3,3,2,1,2,1,3,1,2,1,5,1,3,1,4,2,2,1,3,2,1,1,4,#NULL!,#NULL!,#NULL!,1,0,3,#NULL!,#NULL!,#NULL!,NA,144,1,6,5,1,7,2,7,4,5,6,3,1,5,5,5,5,5,5,1,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,23,NA,1,1,3,1,4,2,1,2,2,3,1,1,0,NA,NA,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0.45,2.5,2.5,2.25,7,6.25,3,5,5,5
146D,4,4,3,4,4,3,4,2,4,3,4,3,4,3,3,3,4,3,4,0,3,4,3,0,5,1,0,1,1,0,1,#NULL!,#NULL!,#NULL!,NA,146,0,3,3,3,3,3,5,5,3,5,1,0,5,5,4,4,5,5,2,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,36,NA,1,1,3,3,1,4,3,1,2,1,1,3,0,NA,NA,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.45,4,3.25,3.5,5,3.5,5,5,5,4.333333333
146A,3,4,1,4,4,2,3,3,4,4,4,3,4,4,3,3,4,3,4,0,3,1,#NULL!,#NULL!,#NULL!,1,0,1,1,0,1,#NULL!,#NULL!,#NULL!,N/A,146,0,7,6,2,6,2,7,7,1,6,1,0,5,4,4,4,4,4,3,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,5,36,N/A,1,1,1,3,2,3,1,1,4,3,2,4,0,NA,NA,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0.82,3.5,3.25,3.75,6,6.25,7,6.75,4.5,4
145A,3,2,2,3,4,3,3,2,4,4,4,3,4,4,4,3,5,4,4,1,#NULL!,1,#NULL!,#NULL!,#NULL!,3,1,3,1,0,1,#NULL!,#NULL!,#NULL!,"There was only one other person in the group, so 2 total including me and person C answers aren't for an actual person",145,0,6,6,2,6,3,6,6,2,5,1,1,2,2,3,3,3,2,3,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,1,37,N/A,1,1,2,1,2,4,1,1,2,1,2,1,1,NA,NA,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0.55,2.5,4,3.75,6,6,6,5.75,2,3
145C,4,4,2,5,5,3,5,4,5,4,4,4,5,5,5,5,5,5,5,1,3,3,1,1,3,1,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,I only had one other group member not 3. there was no option for just 2,145,0,7,7,1,7,1,6,6,1,7,2,2,2,1,1,1,1,1,4,5,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,0,1,36,no.,1,1,3,1,3,3,1,4,2,1,1,3,1,NA,NA,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0.45,4,5,4.5,7,7,7,6.5,1.5,1
148B,4,4,3,3,4,5,4,2,5,3,2,3,3,3,2,2,4,2,4,2,3,2,1,0,5,#NULL!,#NULL!,#NULL!,3,1,3,#NULL!,#NULL!,#NULL!,NA,148,0,6,7,2,7,3,7,7,2,6,2,4,5,5,5,5,5,5,3,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,0,5,37,NA,1,2,2,3,2,3,1,3,4,4,1,1,0,NA,NA,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0.45,4,2.5,2.75,6,6.5,6,6.5,5,5
148A,5,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,4,1,3,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,#NULL!,#NULL!,#NULL!,NA,148,0,4,5,5,4,3,3,4,5,5,3,0,4,3,4,4,3,4,4,3,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,36,NA,1,4,3,1,2,4,1,2,2,3,1,3,1,NA,NA,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0.45,4.5,3.75,4,3,4,3,3.75,3.5,3.666666667
148C,3,4,2,5,5,5,5,3,5,5,3,3,4,3,2,2,4,3,4,1,3,3,1,1,5,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,None!,148,0,6,6,2,6,2,7,7,2,7,1,3,4,3,5,5,4,5,4,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,4,37,None,1,2,1,3,2,3,3,3,2,3,2,3,0,NA,NA,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0.64,3.5,2.75,3.25,6,6,6,6.75,3.5,4.666666667
149B,4,4,2,4,4,2,3,2,4,3,4,3,4,3,4,3,4,3,5,1,3,2,3,1,3,#NULL!,#NULL!,#NULL!,1,0,1,#NULL!,#NULL!,#NULL!,NA,149,0,6,6,2,6,3,6,6,1,7,1,1,5,3,4,3,3,4,3,6,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,2,37,NA,1,1,1,3,2,4,1,1,2,3,2,1,1,NA,NA,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0.82,4,3.5,3.5,6,6,7,6.5,4,3.333333333
149A,3,4,2,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,4,1,3,1,#NULL!,#NULL!,#NULL!,3,1,3,1,0,1,#NULL!,#NULL!,#NULL!,NA,149,0,6,6,2,5,2,6,6,2,6,1,2,4,4,3,3,3,4,4,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,4,37,NA,1,1,2,1,2,2,1,2,3,3,2,3,0,NA,NA,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.45,3.5,3.75,3.5,6,5.75,6,6,4,3
149C,3,3,3,4,3,3,3,3,2,3,2,3,4,3,3,3,4,3,3,0,3,3,1,0,5,1,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,149,0,5,5,5,5,3,6,6,2,6,1,0,4,4,4,3,3,4,2,5,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,0,3,36,NA,1,1,1,1,2,4,1,3,2,3,3,3,1,NA,NA,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0.55,3,3.25,3,3,4.5,6,6,4,3.333333333
150A,2,3,2,4,4,3,4,2,5,4,4,3,4,4,4,4,5,4,4,0,3,1,#NULL!,#NULL!,#NULL!,1,0,1,1,0,1,#NULL!,#NULL!,#NULL!,NA,150,1,5,5,3,6,3,6,6,2,5,1,2,3,3,3,3,2,3,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,0,1,36,NA,1,1,1,3,2,3,1,1,2,3,2,3,0,NA,NA,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0.91,2.5,4.25,3.75,5,5.25,6,5.75,3,2.666666667
150B,1,5,2,4,3,4,3,2,5,4,4,2,4,4,4,2,5,4,5,0,3,2,1,0,5,#NULL!,#NULL!,#NULL!,1,0,1,#NULL!,#NULL!,#NULL!,NA,150,1,7,7,1,7,2,5,5,1,5,1,0,4,3,3,4,2,3,2,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,1,37,NA,1,1,1,3,2,3,1,4,2,1,2,3,0,NA,NA,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0.73,3,3.75,3.5,7,7,7,5.5,3.5,3
151A,2,4,1,4,4,4,4,3,4,4,4,3,4,3,4,3,4,3,5,0,3,1,#NULL!,#NULL!,#NULL!,1,0,1,1,0,1,#NULL!,#NULL!,#NULL!,No issues,151,0,6,6,2,6,3,6,6,2,6,2,1,4,4,3,3,3,4,4,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,3,36,No issues,1,1,1,1,2,4,2,2,2,3,3,3,1,NA,NA,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.45,3,3.5,3.5,6,6,6,6,4,3
151B,4,5,2,4,4,4,5,3,5,4,3,3,4,3,3,3,5,3,5,0,3,2,2,0,4,#NULL!,#NULL!,#NULL!,1,0,1,#NULL!,#NULL!,#NULL!,Nothing in particular.,151,0,6,6,2,5,2,7,7,1,7,1,1,5,4,4,4,4,5,4,6,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,2,36,Nothing in particular.,1,1,1,3,2,1,1,1,2,3,3,3,1,NA,NA,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0.73,4.5,3.5,3.25,6,5.75,7,7,4.5,4
155C,2,3,3,3,3,3,2,2,4,3,4,3,3,3,3,3,4,3,3,0,4,3,1,0,5,1,0,1,#NULL!,#NULL!,#NULL!,1,0,1,I didn't have any technical difficulties but was given a different question sheet for Question Set 2 and 3 compared to the rest of my group.,155,1,5,5,2,7,3,5,5,5,4,4,1,4,3,4,4,3,4,3,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,2,36,NA,1,2,1,1,2,3,1,2,2,3,3,3,0,NA,NA,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0.55,2.5,3.25,3.25,6,5.75,3,4.25,3.5,3.666666667
155A,2,4,1,4,4,2,3,1,5,3,4,3,4,4,3,2,5,3,3,0,4,1,#NULL!,#NULL!,#NULL!,1,0,1,1,0,1,1,0,1,NA,155,1,6,7,1,7,3,7,7,1,7,1,0,5,5,3,4,4,5,3,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0,3,37,NA,1,1,1,1,2,1,1,1,4,3,2,4,0,NA,NA,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0.64,3,3.25,3.75,7,6.75,7,7,5,3.666666667
155D,2,3,2,4,4,3,3,3,4,3,3,3,4,3,3,3,4,2,4,1,4,4,1,0,5,1,1,2,1,0,1,#NULL!,#NULL!,#NULL!,just had some difficulties setting up zoom,155,1,4,4,4,5,3,4,6,5,5,3,1,4,3,3,3,4,3,1,5,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,2,37,none,1,1,2,1,2,3,1,3,4,3,2,3,1,NA,NA,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0.55,2.5,3,3.25,4,4.25,3,4.5,3.5,3.333333333
155B,2,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,4,3,2,0,4,2,2,0,5,#NULL!,#NULL!,#NULL!,1,0,1,1,0,1,NA,155,1,7,7,1,6,2,7,7,1,7,1,0,4,2,3,4,3,4,3,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,5,37,NA,1,1,2,1,3,1,4,1,2,1,2,4,1,NA,NA,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0.36,2.5,3.25,2.5,7,6.75,7,7,3,3.333333333
156A,3,4,2,4,4,1,3,3,3,4,3,3,4,4,4,4,5,4,4,0,3,1,#NULL!,#NULL!,#NULL!,1,0,1,1,0,1,#NULL!,#NULL!,#NULL!,NA,156,0,7,7,1,7,1,4,7,1,6,3,2,4,2,3,3,3,3,3,6,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,0,1,36,NA,1,2,2,3,2,3,1,1,2,3,1,3,0,NA,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0.73,3.5,4.25,3.5,7,7,7,6,3,3
156B,2,3,2,5,5,2,3,3,4,4,4,5,5,5,4,4,5,5,6,0,3,2,1,0,5,#NULL!,#NULL!,#NULL!,1,0,1,#NULL!,#NULL!,#NULL!,none,156,0,4,5,5,5,3,7,7,1,7,1,0,3,4,4,4,4,3,4,5,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,2,36,NA,1,1,1,1,2,4,1,3,2,3,3,3,1,NA,NA,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.55,2.5,4.5,4.75,3,4.25,7,7,3.5,4
156C,3,3,2,4,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,0,3,3,1,0,5,1,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,156,0,5,5,5,6,3,6,6,2,6,1,0,4,3,3,4,4,4,1,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,5,37,NA,1,1,3,3,2,3,1,1,2,3,3,3,0,NA,NA,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0.73,3,3.25,3.25,3,4.75,6,6,3.5,3.666666667
157A,3,4,1,3,4,2,4,2,4,4,3,3,4,3,3,3,5,3,5,0,3,1,#NULL!,#NULL!,#NULL!,1,0,1,1,0,1,#NULL!,#NULL!,#NULL!,N/A,157,0,6,6,2,6,3,4,6,2,7,1,0,3,2,2,2,1,4,1,6,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,2,37,N/A,1,4,1,3,2,4,1,1,2,3,3,3,1,NA,NA,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0.64,3.5,3.5,3.25,6,6,6,5.75,2.5,1.666666667
157B,3,4,2,4,4,3,4,4,4,3,3,3,4,4,3,3,4,4,4,0,3,2,3,0,5,#NULL!,#NULL!,#NULL!,2,0,1,#NULL!,#NULL!,#NULL!,NA,157,0,7,6,1,6,2,6,6,2,6,2,0,4,3,3,4,4,4,4,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,5,36,NA,1,1,1,1,2,3,1,1,3,3,2,3,0,NA,NA,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0.73,3.5,3.5,3.5,7,6.5,6,6,3.5,3.666666667
158A,3,5,2,4,4,3,5,3,4,4,4,4,5,4,5,4,5,4,4,0,3,1,#NULL!,#NULL!,#NULL!,1,0,1,1,0,1,#NULL!,#NULL!,#NULL!,NA,158,1,6,6,3,6,3,4,5,3,5,2,2,3,2,3,3,2,4,3,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,0,2,37,NA,1,1,2,1,2,3,3,3,2,3,2,2,1,NA,NA,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0.55,4,4.5,4.25,5,5.75,5,4.75,2.5,2.666666667
158B,2,4,2,4,3,3,3,2,3,3,3,3,4,4,3,3,4,3,4,0,3,2,3,0,5,#NULL!,#NULL!,#NULL!,1,0,1,#NULL!,#NULL!,#NULL!,NA,158,1,6,6,2,6,3,4,6,4,5,3,0,4,3,4,3,3,4,4,5,2000,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,1,23,NA,1,4,2,1,3,1,1,1,4,1,2,1,1,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.27,3,3.25,3.5,6,6,4,4.75,3.5,3.333333333
159A,2,3,2,4,3,3,3,1,3,3,2,3,4,3,3,3,3,3,2,0,3,1,#NULL!,#NULL!,#NULL!,2,0,1,1,0,1,#NULL!,#NULL!,#NULL!,NA,159,1,7,6,4,3,2,7,7,2,6,1,1,4,2,5,5,4,4,1,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,3,37,NA,1,1,3,4,2,1,1,3,4,3,2,3,0,NA,NA,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0.45,2.5,3,3,4,5,6,6.5,3,4.666666667
159B,2,2,2,3,4,3,4,3,4,3,4,3,5,3,4,3,5,3,3,0,3,2,1,0,5,#NULL!,#NULL!,#NULL!,1,0,1,#NULL!,#NULL!,#NULL!,There were only 2 of us.,159,1,5,5,4,5,2,4,4,5,4,1,0,3,3,3,2,2,4,1,4,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,2,34,NA,1,1,1,1,2,3,1,2,2,2,3,1,1,NA,NA,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0.55,2,3.75,3.75,4,4.75,3,3.75,3,2.333333333
160A,3,4,2,4,4,3,4,3,4,3,3,3,4,3,3,3,4,3,6,1,3,1,#NULL!,#NULL!,#NULL!,3,1,3,1,0,1,#NULL!,#NULL!,#NULL!,NA,160,0,6,6,2,6,3,6,6,2,5,2,4,3,3,4,4,4,3,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,3,37,NA,1,1,3,1,2,4,1,1,2,1,1,3,0,NA,NA,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0.55,3.5,3.25,3.25,6,6,6,5.75,3,4
160C,3,5,1,5,5,3,4,3,4,3,4,3,4,3,4,4,5,5,5,0,3,3,1,0,5,1,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,160,0,6,6,2,7,1,7,7,1,7,1,0,5,5,5,5,5,5,1,6,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,5,37,NA,1,1,1,3,2,3,1,1,2,3,3,3,0,NA,NA,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.82,4,4.5,3.5,6,6.25,7,7,5,5
160B,3,4,3,4,4,4,3,3,4,3,4,3,4,4,4,3,4,4,5,1,3,2,1,1,3,#NULL!,#NULL!,#NULL!,1,0,1,#NULL!,#NULL!,#NULL!,NA,160,0,6,5,4,7,2,6,6,2,7,1,2,3,3,2,2,2,3,1,5,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,0,1,37,NA,1,1,3,1,2,4,1,1,1,3,1,3,1,NA,NA,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0.55,3.5,3.75,3.75,4,5.5,6,6.25,3,2
161A,2,3,3,3,4,3,3,3,4,3,3,2,4,3,3,3,4,3,3,0,3,1,#NULL!,#NULL!,#NULL!,1,0,1,1,0,1,#NULL!,#NULL!,#NULL!,NA,161,1,6,6,2,5,2,5,6,2,6,3,3,4,4,3,4,5,4,3,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0,4,36,NA,1,1,2,1,2,4,1,3,1,3,2,3,0,NA,NA,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.45,2.5,3.25,3,6,5.75,6,5.75,4,4
161B,2,3,2,4,3,2,3,2,4,3,3,3,4,3,3,3,5,3,4,0,3,2,1,0,5,#NULL!,#NULL!,#NULL!,1,0,1,#NULL!,#NULL!,#NULL!,NA,161,1,7,7,1,6,1,6,6,2,6,2,3,4,3,3,4,4,4,4,6,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,0,2,37,NA,1,1,1,3,2,4,1,1,2,3,2,4,0,NA,NA,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0.82,2.5,3.5,3.25,7,6.75,6,6,3.5,3.666666667
166C,4,4,2,3,3,1,1,1,3,3,3,3,5,2,3,3,5,3,2,0,3,3,1,0,5,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,166,1,7,7,2,7,2,7,7,1,7,1,3,5,4,4,4,4,5,1,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,3,37,NA,1,1,3,1,3,3,1,1,1,2,2,3,1,NA,NA,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0.45,4,3.5,3.25,6,6.75,7,7,4.5,4
166B,2,3,3,2,2,2,2,1,3,3,2,2,3,3,3,3,5,3,2,1,3,2,2,1,4,#NULL!,#NULL!,#NULL!,1,0,1,#NULL!,#NULL!,#NULL!,NA,166,1,2,2,6,2,5,7,7,1,7,1,0,4,3,3,3,3,4,4,5,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0,2,37,NA,1,1,1,3,2,3,1,4,2,3,1,1,1,NA,NA,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0.82,2.5,3.5,2.5,2,2,7,7,3.5,3
166A,2,4,5,4,1,2,2,1,3,2,3,3,4,3,2,1,5,3,1,1,3,1,#NULL!,#NULL!,#NULL!,2,1,2,1,0,1,#NULL!,#NULL!,#NULL!,NA,166,1,6,4,5,6,3,4,3,3,2,4,2,3,1,3,4,2,1,1,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,23,NA,1,1,1,3,2,1,3,2,2,3,1,3,0,NA,NA,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0.64,3,2.75,3.25,3,4.75,5,3.5,2,3
